chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr15	94584999	94585020	0.0486	2	0.001908	1	AC009432.2	AC009432.2	HAVANA
chr17	3802376	3802473	0.001513	6	3.867e-05	0.4881	NCBP3	ITGAE,NCBP3	HAVANA,HAVANA
chr12	89756845	89756846	0.03632	1	0.001216	1	AC009522.1	AC009522.1,MRPL2P1,RNU6-148P	HAVANA,HAVANA,ENSEMBL
chr11	12892059	12892128	0.03752	5	0.001282	1	TEAD1	TEAD1	HAVANA
chr6	15132952	15132954	0.0189	2	0.0004636	1	.	.	.
chr8	46197649	46197727	0.038	6	0.001744	1	.	.	.
chr1	230231896	230231969	0.009393	6	0.0001654	0.9777	GALNT2	GALNT2	HAVANA
chr1	154575018	154575111	0.002736	4	2.727e-05	0.389	CHRNB2	CHRNB2,AL592078.1	HAVANA,HAVANA
chr12	65465758	65465952	0.0006758	5	5.884e-06	0.04967	MSRB3	MSRB3,AC025419.1	HAVANA,HAVANA
chr14	78714916	78715018	0.02535	14	0.0007088	1	NRXN3	NRXN3,AC009396.3	HAVANA,HAVANA
chr11	85525885	85525944	0.04022	3	0.001424	1	DLG2	DLG2	HAVANA
chr1	17214882	17214896	0.02371	2	0.0006442	1	PADI1	PADI1	HAVANA
chr17	75060505	75060756	0.003728	41	6.777e-05	0.3647	KCTD2,AC111186.1	KCTD2,AC111186.1	HAVANA,HAVANA
chr5	135491528	135491805	0.02334	6	0.001989	1	.	.	.
chr16	21638845	21638908	0.02432	2	0.0006685	1	METTL9	METTL9,IGSF6,RNU6-1005P,RNU6-196P	HAVANA,HAVANA,ENSEMBL,ENSEMBL
chr20	32010738	32010817	0.01712	3	0.0004015	0.9998	AL031658.1,CCM2L	AL031658.1,RNA5SP481,CCM2L	HAVANA,ENSEMBL,HAVANA
chr2	173037677	173037802	0.0006537	10	5.163e-06	0.06702	RAPGEF4	RAPGEF4	HAVANA
chr10	129898874	129898930	0.03542	7	0.01831	1	EBF3	EBF3	HAVANA
chr16	86319960	86320013	0.04299	2	0.02081	1	.	.	.
chr11	20605329	20605339	0.03762	2	0.0236	1	SLC6A5	SLC6A5	HAVANA
chr17	41013133	41013224	0.00259	3	2.519e-05	0.3719	KRTAP3-1	KRTAP3-1	HAVANA
chr8	48921126	48921157	0.01788	2	0.0004268	1	SNAI2	SNAI2,AC013701.2	HAVANA,HAVANA
chr11	66934059	66934143	0.01546	3	0.001948	1	PC	PC,MIR3163	HAVANA,ENSEMBL
chr20	56634159	56634236	0.02927	12	0.001122	1	TFAP2C	TFAP2C	HAVANA
chr13	52008626	52008698	0.02656	2	0.0007576	1	ATP7B	ATP7B,ALG11	HAVANA,HAVANA
chr20	56524568	56524572	0.01132	2	0.000218	1	GCNT7,FAM209A	GCNT7,FAM209A,AL109806.1	HAVANA,HAVANA,HAVANA
chr22	49704585	49704671	0.02397	16	0.001613	1	.	.	.
chr7	43214713	43214714	0.007481	1	0.000119	1	HECW1	HECW1	HAVANA
chr15	99997449	99997661	8.668e-05	29	4.55e-06	0.03541	ADAMTS17	ADAMTS17	HAVANA
chr17	74404009	74404136	0.004795	7	9.554e-05	0.7174	.	.	.
chr7	2037422	2037594	0.007787	14	0.0004806	0.9909	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr3	196650937	196651024	0.03917	6	0.001369	1	NRROS,PIGX	NRROS,PIGX	HAVANA,HAVANA
chr7	55157484	55157492	0.04135	2	0.0268	1	EGFR	EGFR	HAVANA
chr17	80795102	80795146	0.01683	4	0.0003903	1	RPTOR	RPTOR	HAVANA
chr7	33261817	33261907	0.007567	3	0.0001211	0.8957	BBS9	BBS9	HAVANA
chr5	173246200	173246267	0.02701	9	0.003601	1	.	.	.
chr1	2334896	2334898	0.04785	2	0.005876	1	MORN1	MORN1	HAVANA
chr10	125896437	125896447	0.03744	2	0.01476	1	.	DHX32,FANK1	HAVANA,HAVANA
chr15	87816904	87817041	0.003473	5	0.0002041	0.9182	.	.	.
chr6	122280940	122280973	0.02432	5	0.00133	1	.	.	.
chr7	2558296	2558437	0.0006425	6	7.009e-06	0.08011	.	BRAT1,IQCE	HAVANA,HAVANA
chr12	130818549	130818849	0.02599	17	0.0003685	0.873	STX2	STX2	HAVANA
chr11	105910576	105910612	0.007071	3	0.0001098	0.994	GRIA4	GRIA4	HAVANA
chr1	7940967	7941299	0.001013	12	1.278e-05	0.0626	TNFRSF9	TNFRSF9,AL009183.1	HAVANA,HAVANA
chr16	30418253	30418254	0.01413	1	0.0003019	1	ZNF771	ZNF771,SNORA80C	HAVANA,ENSEMBL
chr1	41359517	41359604	0.03268	4	0.001035	1	.	FOXO6	HAVANA
chr11	119368469	119368471	0.007225	2	0.0003828	1	USP2,USP2-AS1	USP2,USP2-AS1,AP003396.3	HAVANA,HAVANA,HAVANA
chr2	62195166	62195167	0.0284	1	0.04131	1	.	B3GNT2	HAVANA
chr10	31698302	31698358	0.0129	4	0.0002642	0.9996	MACORIS	MACORIS	HAVANA
chr20	17683327	17683329	0.03465	2	0.02934	1	.	RRBP1	HAVANA
chr14	77000883	77001050	0.007596	8	0.0002572	0.9248	.	AC007686.4	HAVANA
chr1	15761482	15761509	0.04758	4	0.001847	1	FBLIM1	FBLIM1	HAVANA
chr2	28401783	28401860	0.007373	2	0.0001161	0.9206	FOSL2	FOSL2,AC104695.4	HAVANA,HAVANA
chr11	2538434	2538507	0.01787	3	0.001089	1	KCNQ1	KCNQ1	HAVANA
chr1	228986874	228986875	0.02892	1	0.006037	1	.	.	.
chr1	20589686	20589750	0.01653	7	0.0003806	1	CDA	CDA	HAVANA
chr8	60294454	60294527	0.04751	2	0.001842	1	LINC01301	LINC01301	HAVANA
chr6	35469485	35469486	0.02713	1	0.001055	1	RPL10A	FANCE,RPL10A,MIR7111,TEAD3	HAVANA,HAVANA,ENSEMBL,HAVANA
chr15	41544797	41544832	0.03745	3	0.001277	1	.	RPAP1	HAVANA
chr12	77063094	77063177	0.007977	6	0.0001303	0.9285	E2F7	E2F7	HAVANA
chr16	53504749	53504844	0.005673	4	7.929e-05	0.7539	.	AKTIP	HAVANA
chr6	32113934	32113936	0.03872	2	0.009361	1	TNXB,AL662884.2	TNXB,AL662884.2,AL662884.5,ATF6B	HAVANA,HAVANA,HAVANA,HAVANA
chr15	49848352	49848389	0.03222	4	0.001014	1	.	.	.
chr12	110556079	110556104	0.000324	3	1.213e-06	0.07824	PPTC7	PPTC7	HAVANA
chr7	163390	163391	0.01688	1	0.01583	1	AC093627.7	AC093627.7	HAVANA
chr4	54090597	54090601	0.04755	2	0.01435	1	AC058822.1	AC058822.1,MORF4L2P1	HAVANA,HAVANA
chr11	105045605	105045618	0.0313	2	0.0009701	1	CARD16	CARD16	HAVANA
chr18	50337543	50337687	0.02178	10	0.0006019	0.9991	.	.	.
chr1	26372860	26373116	0.001069	7	5.543e-05	0.3049	ZNF683	ZNF683	HAVANA
chr3	19474432	19474434	0.0001444	2	3.621e-07	0.2622	KCNH8,AC061958.1	KCNH8,AC061958.1	HAVANA,HAVANA
chr6	29834351	29834352	0.04195	1	0.00152	1	.	HLA-G	HAVANA
chr20	34215174	34215175	0.04195	1	0.00152	1	ASIP,XPOTP1	ASIP,XPOTP1	HAVANA,HAVANA
chr5	3326583	3326584	0.02748	1	0.798	1	.	.	.
chr2	237731959	237731968	0.03923	3	0.001372	1	LRRFIP1	LRRFIP1,AC012076.1	HAVANA,HAVANA
chr15	80884209	80884310	0.007522	10	0.0001202	0.8645	CEMIP	CEMIP	HAVANA
chr7	25806149	25806205	0.003148	3	3.358e-05	0.6348	.	.	.
chr1	181043357	181043358	0.03019	1	0.0009194	1	MR1	MR1	HAVANA
chr4	118174085	118174177	0.02792	3	0.0008163	1	NDST3	NDST3	HAVANA
chr12	132939794	132939955	0.01166	11	0.001064	1	CHFR,ZNF605	CHFR,ZNF605	HAVANA,HAVANA
chr7	141704918	141704974	0.01027	7	0.0001885	0.9965	WEE2-AS1	KIAA1147,WEE2-AS1,WEE2	HAVANA,HAVANA,HAVANA
chr11	61231429	61231524	0.003344	12	3.66e-05	0.4765	PGA4,AP003037.1	PGA4,AP003037.1	HAVANA,HAVANA
chr11	61369529	61369531	0.0373	2	0.001268	1	.	TMEM138	HAVANA
chr12	109915136	109915277	0.00155	8	3.732e-05	0.359	TCHP	TCHP	HAVANA
chr1	15327102	15327198	0.01941	9	0.0004832	0.9998	FHAD1,AL031283.2	FHAD1,AL031283.2	HAVANA,HAVANA
chr8	10148036	10148048	0.0231	4	0.0549	1	MSRA	MSRA,AC023385.1	HAVANA,HAVANA
chr11	111206909	111206989	0.019	2	0.0004677	0.9999	.	.	.
chr8	116936628	116936629	0.04181	1	0.002561	1	.	AARD	HAVANA
chr15	78306573	78306607	0.04027	3	0.001426	1	.	.	.
chr10	77464683	77464743	0.04299	3	0.001577	1	KCNMA1	KCNMA1	HAVANA
chr10	9183534	9183658	0.006714	19	0.001105	1	.	.	.
chr3	186842382	186842383	0.03367	1	0.1226	1	.	ADIPOQ	HAVANA
chr1	228148715	228148724	0.0127	2	0.0002551	1	GUK1	GUK1,GJC2	HAVANA,HAVANA
chr16	3951865	3951960	0.003743	5	4.288e-05	0.5315	.	AC005736.1,ADCY9	HAVANA,HAVANA
chr8	60237017	60237074	0.01655	4	0.0003815	1	CA8	CA8	HAVANA
chr11	2314733	2314838	0.01699	6	0.0005245	0.9998	TSPAN32	TSPAN32	HAVANA
chr19	7763258	7763260	0.04789	2	0.001867	1	CLEC4M	CLEC4M	HAVANA
chr6	311938	312196	0.0001536	25	8.07e-07	0.00524	DUSP22	DUSP22	HAVANA
chr1	94271499	94271500	0.009082	1	0.0001574	1	ARHGAP29,AC097059.1	ARHGAP29,AC097059.1	HAVANA,HAVANA
chr17	22389548	22389549	0.04277	1	0.01713	1	.	.	.
chr7	78074280	78074322	0.04615	4	0.001757	1	MAGI2	MAGI2	HAVANA
chr7	585353	585545	8.36e-06	19	1.301e-07	0.001137	PRKAR1B	PRKAR1B	HAVANA
chr16	54291645	54291646	0.04851	1	0.05434	1	AC018553.1	IRX3,AC018553.2,AC018553.1	HAVANA,HAVANA,HAVANA
chr11	61603399	61603460	0.02751	13	0.0007993	1	AP002754.1	AP002754.1	HAVANA
chr20	23747795	23747882	0.04263	3	0.001556	1	CST1	AL591074.2,CST1	HAVANA,HAVANA
chr6	32148966	32149157	0.001807	32	0.0002826	0.9167	PRRT1	PRRT1,AL662884.4,AL662884.3,PPT2,PPT2-EGFL8	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr14	101029349	101029423	0.01723	6	0.008111	1	MEG8	MEG8,MIR380,MIR1197,MIR323A,MIR758,MIR329-1,MIR329-2,MIR494,MIR1193,MIR543,MIR495	HAVANA,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr5	154937159	154937319	0.0008588	10	8.395e-05	0.5858	GEMIN5	GEMIN5,MRPL22	HAVANA,HAVANA
chr5	39459092	39459160	0.04653	3	0.00178	1	DAB2	DAB2	HAVANA
chr1	206896256	206896331	0.003281	5	3.565e-05	0.55	.	IL24	HAVANA
chr12	53952654	53952731	0.02432	12	0.0006682	1	.	HOXC12	HAVANA
chr1	20070025	20070102	0.01565	5	0.000952	1	PLA2G5	PLA2G5	HAVANA
chr2	238883098	238883185	0.02183	5	0.0005723	1	TWIST2	TWIST2	HAVANA
chr16	18788967	18788968	0.03682	1	0.09544	1	RPS15A,AC138811.2	RPS15A,AC138811.2,ARL6IP1	HAVANA,HAVANA,HAVANA
chr17	82449715	82449750	0.0006236	4	3.16e-06	0.1407	CYBC1	CYBC1,AC132938.6,AC132938.3	HAVANA,HAVANA,HAVANA
chr2	127608750	127608801	0.02157	5	0.0005551	1	MYO7B	MYO7B	HAVANA
chr3	69677417	69677704	0.0003358	43	3.79e-05	0.199	.	.	.
chr2	170237696	170237726	0.005387	4	7.325e-05	0.9835	MYO3B	MYO3B	HAVANA
chr7	549002	549004	0.04967	2	0.4766	1	.	PRKAR1B	HAVANA
chr11	76795822	76795953	0.0137	14	0.001841	1	TSKU	TSKU,AP003119.3	HAVANA,HAVANA
chr1	58814715	58814819	0.01364	15	0.0004537	0.9993	LINC01135	LINC01135,AL136985.2	HAVANA,HAVANA
chr11	119822183	119822203	0.04598	2	0.001748	1	.	AP001994.1	HAVANA
chr3	71488685	71488746	0.006267	8	9.165e-05	0.9199	FOXP1,AC097634.4	FOXP1,AC097634.4	HAVANA,HAVANA
chr4	5785323	5785396	0.04577	6	0.001737	1	EVC,CRMP1	EVC,CRMP1	HAVANA,HAVANA
chr6	30988419	30988446	0.006391	4	9.454e-05	0.9972	MUC21	MUC21	HAVANA
chr14	81386044	81386166	0.001161	5	1.918e-05	0.2321	STON2	STON2	HAVANA
chr20	45534197	45534198	0.04057	1	0.001443	1	WFDC6,EPPIN-WFDC6	WFDC6,EPPIN-WFDC6,AL031663.1	HAVANA,HAVANA,HAVANA
chr5	61246035	61246062	0.001067	4	7.161e-06	0.3595	LINC02057	LINC02057	HAVANA
chr14	101587566	101587826	5.239e-07	38	1.332e-08	8.603e-05	.	.	.
chr20	23981673	23981717	0.04051	2	0.001439	1	.	AL133466.1,GGTLC1	HAVANA,HAVANA
chr1	26079027	26079028	0.01885	1	0.0004621	1	.	.	.
chr8	70468957	70468983	0.03431	6	0.001116	1	.	AC022730.3,AC022730.4	HAVANA,HAVANA
chr11	35662463	35662464	0.04115	1	0.000249	1	.	AL138812.1,TRIM44	HAVANA,HAVANA
chr11	640471	640671	0.0003698	19	3.394e-05	0.2481	DRD4	DRD4,DEAF1	HAVANA,HAVANA
chr11	67523427	67523557	0.0009149	11	2.225e-05	0.2498	CABP2	CABP2	HAVANA
chr6	3789141	3789153	0.0437	2	0.3455	1	.	.	.
chr6	168873937	168874024	0.02352	3	0.001453	1	.	.	.
chr1	181062726	181062803	0.0163	3	0.0003726	0.9997	.	MR1	HAVANA
chr12	124713188	124713218	0.03998	4	0.001448	1	.	.	.
chr14	51600233	51600238	0.01953	2	0.0004878	1	FRMD6	FRMD6-AS2,FRMD6	HAVANA,HAVANA
chr1	6411394	6411523	0.004468	3	0.0003329	0.9869	.	HES2	HAVANA
chr10	132700199	132700357	0.00536	12	0.00013	0.7489	INPP5A	INPP5A	HAVANA
chr16	22192969	22193039	0.02945	6	0.0008844	1	.	SDR42E2	HAVANA
chr13	75326304	75326462	4.351e-07	17	1.514e-08	0.0001609	TBC1D4	TBC1D4	HAVANA
chr11	14643016	14643234	0.0002539	24	0.0001438	0.6699	PSMA1	PSMA1,PDE3B	HAVANA,HAVANA
chr8	66436791	66436792	0.04871	1	0.005131	1	AC009879.2,AC009879.3,ADHFE1	AC009879.4,AC009879.2,AC009879.3,ADHFE1	HAVANA,HAVANA,HAVANA,HAVANA
chr1	206100669	206100671	0.02919	2	0.0008729	1	RHEX	RHEX	HAVANA
chr2	9257133	9257196	0.01912	4	0.0004717	1	ASAP2	ASAP2	HAVANA
chr15	80778433	80778535	0.002812	7	2.834e-05	0.3729	.	CEMIP	HAVANA
chr15	67139023	67139068	0.00517	3	6.89e-05	0.9236	SMAD3	SMAD3,AC012568.1	HAVANA,HAVANA
chr9	21240066	21240067	0.04906	1	0.001935	1	.	IFNA14	HAVANA
chr10	102436449	102436488	0.01841	6	0.0005019	1	.	CUEDC2,MIR146B	HAVANA,ENSEMBL
chr12	132837740	132837878	0.00203	22	1.73e-05	0.1899	CHFR	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr11	66069272	66069342	0.04399	3	0.001637	1	SF3B2,AP006287.2	SF3B2,AP006287.2,PACS1	HAVANA,HAVANA,HAVANA
chr14	103693675	103693785	0.01883	16	0.00216	1	KLC1	KLC1,AL049840.2,AL049840.3,AL049840.4,XRCC3	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr6	156658278	156658426	0.005865	9	0.0007786	0.9999	.	AL355297.1	HAVANA
chr21	8236675	8236676	0.04654	1	0.005789	1	.	FP671120.8,FP671120.9,FP671120.7,FP671120.6	HAVANA,HAVANA,HAVANA,HAVANA
chr3	188890122	188890214	0.0397	5	0.001395	1	LPP	LPP	HAVANA
chr6	42821038	42821043	0.04757	2	0.002617	1	BICRAL	BICRAL	HAVANA
chr7	78039926	78039946	0.01562	4	0.0003508	1	MAGI2	MAGI2	HAVANA
chr8	20255252	20255528	0.0005305	17	4.501e-06	0.02702	LZTS1	LZTS1	HAVANA
chr1	877159	877261	0.01635	2	0.0003745	0.9979	AL669831.6	FAM41C,TUBB8P11,AL669831.6	HAVANA,HAVANA,HAVANA
chr1	165467351	165467415	0.01097	3	0.0002077	0.9957	.	.	.
chr11	2552719	2552896	1.201e-05	32	1.787e-06	0.01682	KCNQ1	KCNQ1	HAVANA
chr5	172748815	172748880	0.005757	7	0.0002704	0.9991	.	.	.
chr6	170050137	170050303	0.003311	10	0.0002159	0.8875	.	.	.
chr22	38870065	38870066	0.009131	1	0.0001587	1	CBX6	CBX6	HAVANA
chr5	35062108	35062110	0.01706	2	0.0003985	1	PRLR	PRLR	HAVANA
chr7	155205419	155205483	0.0182	7	0.001931	1	.	AC099552.3	HAVANA
chr22	27438465	27438648	0.00829	28	0.0007136	0.9986	AL050402.2	AL050402.2	HAVANA
chr1	65175969	65175999	0.02152	2	0.0005605	1	AK4	AK4	HAVANA
chr1	59968994	59969100	7.546e-05	7	2.337e-07	0.003696	.	.	.
chr21	9324909	9325021	0.01082	7	0.0003617	0.9956	CR381653.1	CR381653.1	HAVANA
chr16	84045422	84045565	0.003486	11	0.0009965	1	.	SLC38A8,AC040169.4	HAVANA,HAVANA
chr10	120949268	120949612	0.003288	25	0.0001156	0.4315	AC010998.1	AC010998.1	HAVANA
chr1	26862779	26862860	0.02038	4	0.001176	1	.	SFN	HAVANA
chr5	139742361	139742416	0.008043	5	0.001515	1	AC008667.1,PSD2-AS1	AC008667.1,PSD2-AS1	HAVANA,HAVANA
chr2	241871850	241871857	0.02856	2	0.006318	1	RTP5	RTP5	HAVANA
chr5	1090650	1090825	0.005617	24	0.0002045	0.8596	SLC12A7	SLC12A7	HAVANA
chr13	50128845	50128846	0.03912	1	0.01432	1	DLEU1	DLEU2,DLEU1,AL137060.1	HAVANA,HAVANA,HAVANA
chr2	165205089	165205091	0.04331	2	0.001596	1	AC019197.1,SCN2A	AC019197.1,SCN3A,SCN2A	HAVANA,HAVANA,HAVANA
chr15	80551112	80551113	0.02412	1	0.0009468	1	ARNT2	ARNT2,AC108451.1	HAVANA,HAVANA
chr10	78458203	78458213	0.008859	2	0.0001516	1	AC012560.1,LINC00595	AC012560.1,LINC00595	HAVANA,HAVANA
chr10	23443159	23443189	0.03146	3	0.0009777	1	AL512603.2	OTUD1,AL512603.2	HAVANA,HAVANA
chr17	19418823	19418825	0.04199	2	0.02251	1	AC004448.2	RNF112,AC004448.2,LINC02094,RF00537	HAVANA,HAVANA,HAVANA,ENSEMBL
chr12	481257	481304	0.01196	3	0.0002352	0.9998	B4GALNT3	B4GALNT3	HAVANA
chr8	105774429	105774438	0.02422	4	0.0006641	1	ZFPM2,ZFPM2-AS1	ZFPM2,ZFPM2-AS1	HAVANA,HAVANA
chr10	34216393	34216413	0.02404	4	0.0006578	1	PARD3	PARD3	HAVANA
chr2	127858506	127858606	0.0434	11	0.001602	1	.	POLR2D,RF00017,AMMECR1L	HAVANA,ENSEMBL,HAVANA
chr10	133070858	133070859	0.03579	1	0.7275	1	.	ADGRA1	HAVANA
chr6	167998302	167998377	0.02491	7	0.0006923	1	KIF25	KIF25-AS1,KIF25	HAVANA,HAVANA
chr13	110665588	110665758	0.0007067	14	9.965e-06	0.09377	CARS2	CARS2	HAVANA
chr10	52884194	52884195	0.03806	1	0.02316	1	.	.	.
chr6	32167454	32167466	0.02236	4	0.004677	1	PPT2-EGFL8,EGFL8	PPT2,PPT2-EGFL8,EGFL8,AGPAT1,MIR6721	HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL
chr1	153459578	153459719	0.0001433	10	5.13e-05	0.4573	S100A7	S100A7	HAVANA
chr5	123086717	123086897	6.854e-05	13	9.641e-07	0.008957	.	AC106786.1,PRDM6	HAVANA,HAVANA
chr12	91179727	91179728	0.02943	1	0.0008835	1	DCN	DCN	HAVANA
chr1	14543730	14543810	0.008809	8	0.0001505	0.9576	KAZN	KAZN	HAVANA
chr5	93503603	93503604	0.04895	1	0.001928	1	NR2F1-AS1	NR2F1-AS1	HAVANA
chr6	106098062	106098201	0.01375	14	0.0006113	0.9994	PRDM1,ATG5	PRDM1,ATG5,AL022067.1	HAVANA,HAVANA,HAVANA
chr1	99969656	99969744	0.03467	5	0.001133	1	AC118553.1,SLC35A3	AC118553.1,SLC35A3,AC118553.2	HAVANA,HAVANA,HAVANA
chr2	108934719	108934781	0.0464	5	0.001772	1	EDAR	EDAR	HAVANA
chr8	1155085	1155427	0.009374	14	0.0003066	0.7782	DLGAP2	DLGAP2	HAVANA
chr6	30915415	30915428	0.04505	4	0.007469	1	VARS2	GTF2H4,VARS2	HAVANA,HAVANA
chr11	126502744	126502745	0.01441	1	0.00126	1	KIRREL3	KIRREL3	HAVANA
chr2	174828375	174828439	0.005849	4	8.275e-05	0.886	CHN1	CHN1	HAVANA
chr11	13261322	13261517	0.0002107	6	9.961e-07	0.008544	.	.	.
chr3	71577490	71577584	0.03604	6	0.001201	1	FOXP1,AC097634.4	FOXP1,AC097634.4,FOXP1-IT1,AC097634.3	HAVANA,HAVANA,HAVANA,HAVANA
chr16	55487223	55487251	0.000238	8	7.894e-07	0.04625	MMP2,AC007336.3	MMP2,AC007336.3	HAVANA,HAVANA
chr13	113621653	113621784	0.01287	14	0.0005412	0.999	TFDP1	TFDP1	HAVANA
chr17	27666510	27666527	0.00729	2	0.0001143	1	.	NOS2P1,AC015688.3	HAVANA,HAVANA
chr2	60528295	60528296	0.008549	1	0.008546	1	BCL11A	BCL11A	HAVANA
chr10	4678420	4678473	0.03808	4	0.001311	1	LINC00705	MANCR,LINC00705	HAVANA,HAVANA
chr3	51392791	51392887	0.004	10	7.714e-05	0.7407	RBM15B	MANF,RBM15B,DCAF1	HAVANA,HAVANA,HAVANA
chr7	122913808	122913833	0.008262	3	0.0001369	0.9999	.	.	.
chr13	46145270	46145334	0.04346	6	0.001605	1	CPB2-AS1,LCP1	CPB2-AS1,LCP1	HAVANA,HAVANA
chr3	48555962	48555964	0.02973	2	0.0008982	1	PFKFB4	PFKFB4	HAVANA
chr22	50309316	50309485	9.498e-05	5	0.0001428	0.7582	DENND6B	PLXNB2,DENND6B	HAVANA,HAVANA
chr8	27329603	27329682	0.005934	4	8.456e-05	0.8344	PTK2B	PTK2B	HAVANA
chr5	113250413	113250495	6.958e-05	6	1.268e-07	0.002593	MCC	MCC	HAVANA
chr17	80456694	80456824	6.513e-06	12	4.022e-08	0.0005196	.	AC120024.1	HAVANA
chr13	110309475	110309529	0.02489	11	0.0006915	1	COL4A2	COL4A1,COL4A2	HAVANA,HAVANA
chr6	30612769	30612805	0.009551	2	0.0001695	0.9996	PPP1R10	PPP1R10	HAVANA
chr1	119506532	119506562	0.01786	3	0.000426	1	.	HSD3B1	HAVANA
chr4	186500851	186501190	2.162e-05	36	1.446e-06	0.007139	F11-AS1,AC018709.1,RNU6-1055P	F11-AS1,AC018709.1,RNU6-1055P	HAVANA,HAVANA,ENSEMBL
chr15	101180699	101180794	0.04488	8	0.001686	1	CHSY1	CHSY1	HAVANA
chr3	3060637	3060739	0.03052	3	0.0009347	1	CNTN4-AS1	CNTN4,CNTN4-AS1	HAVANA,HAVANA
chr6	149925617	149925680	0.03796	3	0.001305	1	.	RAET1G	HAVANA
chr15	70703043	70703149	0.0001091	3	5.618e-07	0.008864	UACA	UACA	HAVANA
chr4	186700960	186701012	0.04109	6	0.04655	1	FAT1	FAT1,AC107050.1	HAVANA,HAVANA
chr15	81374149	81374172	0.009356	3	0.000164	1	TMC3-AS1,TMC3	TMC3-AS1,TMC3	HAVANA,HAVANA
chr14	49507047	49507118	0.002934	2	3.022e-05	0.5108	.	.	.
chr10	27413421	27413422	0.007317	1	0.05583	1	PTCHD3	PTCHD3	HAVANA
chr8	15584167	15584223	0.02311	2	0.0006208	1	TUSC3	TUSC3	HAVANA
chr11	116435608	116435659	0.01253	3	0.0002532	0.9998	.	.	.
chr17	46854411	46854445	0.00898	4	0.00106	1	WNT9B	WNT9B	HAVANA
chr13	37175726	37175727	0.02788	1	0.0008144	1	.	.	.
chr11	126319099	126319197	0.02592	4	0.0007313	1	DCPS	DCPS	HAVANA
chr10	100286986	100287072	0.0003271	8	1.228e-06	0.0237	.	BLOC1S2,PKD2L1	HAVANA,HAVANA
chr3	127985085	127985087	0.02897	2	0.01869	1	MGLL,KBTBD12	MGLL,KBTBD12	HAVANA,HAVANA
chr10	79983304	79983459	0.01062	23	0.001314	1	.	SFTPD,ZNRF2P3,DPY19L2P5	HAVANA,HAVANA,HAVANA
chr10	103792648	103792744	0.008646	4	0.0001464	0.9228	SH3PXD2A	SH3PXD2A	HAVANA
chr4	119027205	119027440	0.004825	10	5.523e-05	0.3262	SYNPO2	SYNPO2	HAVANA
chr6	167094274	167094370	0.01099	6	0.0006282	1	FGFR1OP,Z94721.2	FGFR1OP,Z94721.2	HAVANA,HAVANA
chr12	57822735	57822742	0.02612	2	0.0007398	1	CTDSP2	AVIL,CTDSP2,MIR26A2	HAVANA,HAVANA,ENSEMBL
chr8	9901278	9901382	0.01769	5	0.001778	1	LINC00599	LINC00599,MIR124-1	HAVANA,ENSEMBL
chr16	1550303	1550305	0.04192	2	0.001047	1	IFT140,TMEM204	IFT140,TMEM204,AL031719.2	HAVANA,HAVANA,HAVANA
chr6	33251558	33251635	0.008023	6	0.0001315	0.9432	HCG25,VPS52	AL645940.1,HCG25,VPS52	HAVANA,HAVANA,HAVANA
chr1	160647236	160647336	0.002404	9	2.264e-05	0.3163	SLAMF1	SLAMF1	HAVANA
chr13	31913131	31913133	0.01441	2	0.0003107	1	FRY	FRY	HAVANA
chr3	23811284	23811415	0.005491	9	0.0003404	0.9873	UBE2E1	UBE2E1-AS1,UBE2E1	HAVANA,HAVANA
chr19	45253514	45253589	0.01618	3	0.0003691	0.9997	MARK4	MARK4	HAVANA
chr4	3643019	3643021	0.0499	2	0.7139	1	.	.	.
chr14	69885755	69885756	0.04148	1	0.008542	1	SMOC1,RPL7AP6	SMOC1,RPL7AP6	HAVANA,HAVANA
chr5	107869343	107869366	0.0499	4	0.001986	1	FBXL17	FBXL17	HAVANA
chr12	42859455	42859456	0.01208	1	0.0002386	1	.	.	.
chr16	87207946	87207947	0.01561	1	0.2467	1	C16orf95	C16orf95,AC136285.1	HAVANA,HAVANA
chr11	134733850	134733958	0.003379	8	6.56e-05	0.6395	.	AP001999.1	HAVANA
chr1	220804516	220804517	0.01892	1	0.2453	1	MARC1,AL445423.2	MARC1,AL445423.2	HAVANA,HAVANA
chr4	9600316	9600320	0.001056	2	2.723e-05	1	AC105916.1	AC105916.1	HAVANA
chr4	8599822	8599823	0.04077	1	0.007646	1	GPR78,CPZ	GPR78,CPZ	HAVANA,HAVANA
chr19	53631957	53632129	0.00102	7	1.4e-05	0.1278	DPRX	RN7SL317P,DPRX	ENSEMBL,HAVANA
chr6	3743031	3743120	0.03829	8	0.004509	1	PXDC1	PXDC1	HAVANA
chr9	74724504	74724540	0.04894	3	0.001926	1	TRPM6	TRPM6	HAVANA
chr19	1859343	1859408	0.02503	4	0.0006964	1	KLF16	KLF16,AC012615.4	HAVANA,HAVANA
chr15	68517856	68517865	0.03478	4	0.001139	1	.	.	.
