chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr11	110463432	110463433	0.03833	1	0.3625	1	FDX1	FDX1	HAVANA
chr8	74741745	74741747	0.03923	2	0.2471	1	MIR2052HG	MIR2052HG	HAVANA
chr7	128042526	128042590	0.03336	8	0.000585	1	SND1	SND1	HAVANA
chr7	123993198	123993206	0.04918	4	0.00107	1	.	AC004690.2	HAVANA
chr16	88474021	88474060	0.03166	10	0.001169	1	ZFPM1	ZFPM1,MIR5189	HAVANA,ENSEMBL
chr1	162856325	162856326	0.01972	1	0.0002657	1	CCDC190	CCDC190	HAVANA
chr16	74604380	74604415	0.0388	6	0.0007396	1	GLG1	GLG1	HAVANA
chr22	29055550	29055618	0.02701	10	0.000426	1	ZNRF3	ZNRF3,C22orf31	HAVANA,HAVANA
chr4	121932260	121932311	0.04287	2	0.07834	1	TRPC3	TRPC3	HAVANA
chr14	74607225	74607245	0.02237	4	0.0003201	1	LTBP2	LTBP2	HAVANA
chr6	85646502	85646554	0.03815	3	0.0007194	1	.	SYNCRIP,SNHG5	HAVANA,HAVANA
chr5	91073418	91073513	0.0425	3	0.0008517	1	ADGRV1,LUCAT1	ADGRV1,LUCAT1	HAVANA,HAVANA
chr19	55676444	55676446	0.01426	2	0.0003566	1	EPN1	U2AF2,AC008735.2,AC008735.1,EPN1	HAVANA,HAVANA,HAVANA,HAVANA
chr16	30335919	30335921	0.03315	2	0.2247	1	.	SMG1P5,AC106782.5	HAVANA,HAVANA
chr5	141207216	141207218	0.01677	2	0.0002079	1	AC244517.11	AC244517.11,PCDHB11,PCDHB12	HAVANA,HAVANA,HAVANA
chr12	47377639	47377668	0.04483	2	0.0009297	1	LINC02156	LINC02156	HAVANA
chr5	174745041	174745105	0.02504	3	0.0003805	1	.	.	.
chr19	2189198	2189199	0.03403	1	0.01197	1	DOT1L	DOT1L	HAVANA
chr15	43794891	43794893	0.01032	2	0.0001006	1	AC018512.1,SERF2,SERINC4	AC018512.1,SERF2,MIR1282,SERINC4,HYPK	HAVANA,HAVANA,ENSEMBL,HAVANA,HAVANA
chr2	190812888	190812959	0.028	6	0.0004519	1	.	.	.
chr10	27252772	27252792	0.02507	6	0.6335	1	LRRC37A6P	AL160291.1,LRRC37A6P	HAVANA,HAVANA
chr3	150335756	150335758	0.01453	2	0.0001681	1	.	AC018545.1	HAVANA
chr5	2129827	2129863	0.04646	3	0.0007238	1	.	.	.
chr2	3639905	3639996	0.01192	4	0.0009205	1	COLEC11	COLEC11	HAVANA
chr1	225655051	225655053	0.02597	2	0.1711	1	.	ENAH	HAVANA
chr9	101274436	101274529	0.03793	5	0.0007138	1	PLPPR1	PLPPR1	HAVANA
chr21	45976860	45976939	0.03483	5	0.0006252	1	.	AJ011932.1,COL6A1	HAVANA,HAVANA
chr2	48112973	48112994	0.0168	2	0.0002084	1	AC092650.1	AC092650.1	HAVANA
chr8	20867927	20867928	0.03497	1	0.07143	1	.	.	.
chr10	98038580	98038674	0.04281	9	0.00199	1	.	.	.
chr21	38381077	38381131	0.04699	8	0.0009994	1	ERG	ERG	HAVANA
chr11	70457359	70457450	0.03115	8	0.003173	1	.	.	.
chr17	8360049	8360103	0.03998	4	0.0007766	1	KRBA2	KRBA2	HAVANA
chr18	79617078	79617151	0.04217	7	0.0008406	1	.	AC068473.4	HAVANA
chr2	226796915	226796959	0.02866	4	0.0004686	1	IRS1	IRS1,AC010735.2	HAVANA,HAVANA
chr11	1870813	1870935	0.01913	21	0.0008604	1	LSP1	LSP1,AC051649.1	HAVANA,HAVANA
chr2	25387094	25387105	0.02821	3	0.0004567	1	DTNB	DTNB	HAVANA
chr14	75269387	75269389	0.04287	2	0.0008653	1	AF111167.1	AL691403.1,AF111167.1,RF00004	HAVANA,HAVANA,ENSEMBL
chr15	51838056	51838110	0.04879	3	0.001057	1	TMOD3	TMOD3,AC090971.5	HAVANA,HAVANA
chr5	172452953	172452955	0.03834	2	0.1497	1	SH3PXD2B	SH3PXD2B	HAVANA
chr17	6754879	6754880	0.007164	1	5.85e-05	1	.	AC004706.2,RPL23AP73,XAF1	HAVANA,HAVANA,HAVANA
chr2	18976487	18976572	0.03093	10	0.0005244	1	.	.	.
chr19	45253514	45253515	0.03856	1	0.0417	1	MARK4	MARK4	HAVANA
chr3	155186158	155186185	0.02008	2	0.0002725	1	.	MME,MME-AS1	HAVANA,HAVANA
chr12	122857258	122857260	0.02666	2	0.1646	1	HIP1R	HIP1R	HAVANA
chr9	107177094	107177095	0.02739	1	0.0004351	1	.	.	.
chr2	238142130	238142195	0.02955	8	0.0004901	1	KLHL30	KLHL30	HAVANA
chr20	4684923	4684925	0.01489	2	0.03715	1	RPS4XP2	RPS4XP2,PRNP	HAVANA,HAVANA
chr5	142829301	142829308	0.03803	2	0.0007161	1	ARHGAP26	ARHGAP26	HAVANA
chr1	43270765	43270766	0.04312	1	0.001305	1	EBNA1BP2,TMEM125	EBNA1BP2,TMEM125	HAVANA,HAVANA
chr4	173531834	173532003	0.01558	10	0.001092	1	HAND2-AS1	HAND2,HAND2-AS1	HAVANA,HAVANA
chr17	4331726	4331727	0.04234	1	0.003385	1	UBE2G1	UBE2G1	HAVANA
chr1	10747619	10747621	0.01948	2	0.00974	1	CASZ1	CASZ1	HAVANA
chr10	44977910	44977911	0.04917	1	0.0131	1	RASSF4,DEPP1	RASSF4,DEPP1	HAVANA,HAVANA
chr1	160366611	160366698	0.04591	5	0.0009636	1	.	NHLH1	HAVANA
chr8	30169826	30169912	0.04188	4	0.0008316	1	LEPROTL1,DCTN6	LEPROTL1,DCTN6	HAVANA,HAVANA
chr4	111651188	111651189	0.04749	1	0.001015	1	.	AC083795.2	HAVANA
chr10	48497519	48497565	0.01148	5	0.00046	1	ARHGAP22	ARHGAP22	HAVANA
chr21	8394521	8394523	0.04325	2	0.03246	1	FP236383.1	FP236383.1,FP236383.2,RNA5-8SN3	HAVANA,HAVANA,ENSEMBL
chr14	104427300	104427317	0.03466	3	0.0113	1	.	.	.
chr11	1871806	1871814	0.03874	2	0.03126	1	LSP1	LSP1	HAVANA
chr6	168439557	168439559	0.03411	2	0.03553	1	.	SMOC2	HAVANA
chr16	27310922	27310923	0.02792	1	0.006557	1	.	AC106739.1,IL4R	HAVANA,HAVANA
chr1	5859095	5859141	0.0398	3	0.006856	1	.	MIR4689,NPHP4	ENSEMBL,HAVANA
chr10	46524349	46524364	0.03632	3	0.05325	1	AC244230.2	AC244230.2	HAVANA
chr16	29149128	29149176	0.01221	6	0.02779	1	AC009093.8,AC009093.10,AC009093.2	AC009093.8,AC009093.10,AC009093.2	HAVANA,HAVANA,HAVANA
chr12	51061753	51061833	0.04494	5	0.0009331	1	CSRNP2	LETMD1,CSRNP2	HAVANA,HAVANA
chr7	2013327	2013328	0.02795	1	0.04309	1	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr10	46386712	46386714	0.004995	2	3.43e-05	1	ANXA8L1,AC244230.2	AC244230.1,ANXA8L1,AC244230.2	HAVANA,HAVANA,HAVANA
chr17	73349491	73349492	0.01391	1	0.002013	1	SDK2	SDK2	HAVANA
chr4	123522347	123522349	0.04569	2	0.000956	1	LINC02435	AC093821.1,LINC02435	HAVANA,HAVANA
chr14	51581703	51581705	0.03439	2	0.0006128	1	FRMD6-AS2,FRMD6	FRMD6-AS2,FRMD6	HAVANA,HAVANA
chr17	41966012	41966014	0.02377	2	0.0003485	1	TTC25	TTC25,CNP	HAVANA,HAVANA
chr12	115405687	115405695	0.03744	2	0.001929	1	.	.	.
chr7	154053408	154053409	0.02482	1	0.5067	1	DPP6	DPP6,AC006019.1	HAVANA,HAVANA
chr11	12263356	12263380	0.009866	3	0.003145	1	MICAL2	MICAL2,AC079329.1	HAVANA,HAVANA
chr4	14863030	14863038	0.04028	6	0.01449	1	LINC00504	LINC00504	HAVANA
chr12	103445112	103445130	0.04379	2	0.0008973	1	C12orf42	C12orf42	HAVANA
chr6	32093701	32093703	0.004187	2	2.65e-05	1	TNXB	TNXB,AL662884.2	HAVANA,HAVANA
chr16	84836598	84836661	0.002366	3	0.0258	1	AC025280.3,CRISPLD2	AC025280.3,CRISPLD2	HAVANA,HAVANA
chr11	115744505	115744507	0.03211	2	0.0005528	1	AP002991.1,AP002991.3	AP002991.1,AP002991.3	HAVANA,HAVANA
chr10	21262145	21262156	0.0432	4	0.006339	1	.	.	.
chr7	98826879	98826891	0.02095	3	0.0003413	1	.	.	.
chr8	37849203	37849204	0.04298	1	0.0008683	1	BRF2	ADGRA2,BRF2	HAVANA,HAVANA
chr11	60699267	60699269	0.01881	2	0.0002465	1	.	MS4A8	HAVANA
chr4	72031916	72032178	0.02409	11	0.001656	1	NPFFR2	NPFFR2	HAVANA
chr5	93246353	93246451	0.03687	3	0.0006822	1	.	.	.
chr6	10521219	10521221	0.03023	2	0.0005055	1	GCNT2	GCNT2	HAVANA
chr2	174013811	174013905	0.04089	4	0.0008029	1	.	AC016737.2	HAVANA
chr6	42820489	42820537	0.04338	3	0.0008829	1	BICRAL	BICRAL	HAVANA
chr6	1100580	1100623	0.03521	6	0.0006352	1	LINC01622,AL033381.1	LINC01622,AL033381.1	HAVANA,HAVANA
chr19	46496500	46496593	0.03915	6	0.0007484	1	PPP5D1,AC011484.1	PPP5D1,PNMA8B,AC011484.1	HAVANA,HAVANA,HAVANA
chr4	183329222	183329280	0.03586	7	0.0006543	1	.	.	.
chr10	68235279	68235350	0.03218	4	0.0005547	1	LINC02640	ATOH7,LINC02640	HAVANA,HAVANA
chr6	158515112	158515113	0.04238	1	0.2774	1	.	TULP4,CACYBPP3	HAVANA,HAVANA
chr1	165467351	165467415	0.03489	3	0.0006272	1	.	.	.
chr13	59635605	59635607	0.04917	2	0.08725	1	.	.	.
chr1	19205851	19205853	0.03124	2	0.0005323	1	UBR4	UBR4,EMC1-AS1	HAVANA,HAVANA
chr17	72115895	72115986	0.03355	4	0.006381	1	SOX9-AS1	SOX9-AS1	HAVANA
chr13	29488763	29488774	0.03917	2	0.00203	1	MTUS2,MTUS2-AS1	MTUS2,MTUS2-AS1	HAVANA,HAVANA
chr1	3245478	3245542	0.02913	12	0.0006814	1	PRDM16	PRDM16	HAVANA
chr2	141392884	141392885	0.04324	1	0.03798	1	LRP1B	LRP1B	HAVANA
chr8	61790314	61790347	0.02198	4	0.0003117	1	AC025524.2	AC025524.2	HAVANA
chr10	129898874	129898940	0.01326	8	0.001578	1	EBF3	EBF3	HAVANA
chr4	185657196	185657197	0.03358	1	0.0005914	1	SORBS2	SORBS2	HAVANA
chr17	82230095	82230097	0.02884	2	0.2059	1	SLC16A3	SLC16A3	HAVANA
chr6	71052429	71052494	0.02846	4	0.000463	1	AL096709.1	AL096709.1	HAVANA
chr3	111651169	111651171	0.004312	2	2.77e-05	1	CD96	CD96	HAVANA
chr9	3741896	3741920	0.01579	4	0.0001901	1	.	.	.
chr1	26862858	26862860	0.02678	2	0.08551	1	.	SFN	HAVANA
chr13	59409736	59409823	0.04281	5	0.0008627	1	.	.	.
chr6	90891199	90891299	0.03444	5	0.0006141	1	.	.	.
chr2	169701077	169701090	0.01164	2	0.0001202	1	PHOSPHO2,KLHL23	PHOSPHO2,KLHL23	HAVANA,HAVANA
chr5	3854529	3854563	0.03931	7	0.04689	1	.	.	.
chr20	23087054	23087062	0.03417	4	0.2383	1	.	CD93	HAVANA
chr8	126635236	126635238	0.04599	2	0.007364	1	PCAT1	PCAT1	HAVANA
chr7	50632599	50632601	0.02426	2	0.07364	1	GRB10	GRB10	HAVANA
chr6	42710561	42710596	0.0235	3	0.0003429	1	PRPH2	PRPH2	HAVANA
chr2	216083021	216083022	0.04317	1	0.0008749	1	TMEM169	PECR,TMEM169	HAVANA,HAVANA
chr1	21537828	21537829	0.04917	1	0.2722	1	ALPL	ALPL	HAVANA
chr12	93108192	93108230	0.03586	4	0.0006539	1	AC138123.1,AC138123.2	AC138123.1,AC138123.2	HAVANA,HAVANA
chr21	46036512	46036614	0.04216	8	0.0008403	1	.	AP001476.1	HAVANA
chr5	1019856	1019875	0.02754	3	0.007755	1	NKD2	NKD2	HAVANA
chr2	234251778	234251808	0.02568	3	0.0003948	1	.	.	.
chr10	85922561	85922624	0.04803	3	0.001031	1	GRID1	GRID1	HAVANA
chr19	46633981	46633982	0.03863	1	0.05722	1	.	AC093503.1,AC093503.4	HAVANA,HAVANA
chr16	29154798	29154800	0.02178	2	0.1879	1	AC009093.8,AC009093.10,AC009093.2	AC009093.8,AC009093.10,AC009093.2	HAVANA,HAVANA,HAVANA
chr10	73894499	73894500	0.01548	1	0.0001848	1	.	.	.
chr11	33736867	33736985	0.01215	12	0.001736	1	.	CD59,FBXO3	HAVANA,HAVANA
chr2	174965702	174965796	0.0407	3	0.0007976	1	CHN1	CHN1	HAVANA
chr2	241795909	241795910	0.03776	1	0.05292	1	GAL3ST2	GAL3ST2	HAVANA
chr1	22114620	22114628	0.02645	2	0.003196	1	.	WNT4	HAVANA
chr4	1260605	1260606	0.04646	1	0.322	1	CTBP1-DT	CTBP1-DT	HAVANA
chr2	162839673	162839678	0.01876	2	0.007302	1	.	KCNH7	HAVANA
chr19	16888990	16888991	0.0184	1	0.1508	1	F2RL3	F2RL3,CPAMD8	HAVANA,HAVANA
chr3	57129590	57129591	0.04584	1	0.01002	1	IL17RD	IL17RD,AC097358.1	HAVANA,HAVANA
chr7	129699225	129699227	0.03723	2	0.0006927	1	NRF1	NRF1	HAVANA
chr5	144698616	144698618	0.01976	2	0.0002664	1	.	.	.
chr6	135995500	135995597	0.01373	2	0.000854	1	PDE7B,AL138828.1	PDE7B,AL138828.1	HAVANA,HAVANA
chr14	20919055	20919138	0.03015	4	0.0005036	1	AL355922.4,AL355922.3	AL355922.4,AL355922.3,AL355922.1	HAVANA,HAVANA,HAVANA
chr1	244050229	244050318	0.003532	10	0.0005974	1	ZBTB18	AL591885.1,ZBTB18	HAVANA,HAVANA
chr6	30748548	30748549	0.03124	1	0.003244	1	HCG20	IER3-AS1,IER3,HCG20,RN7SL353P	HAVANA,HAVANA,HAVANA,ENSEMBL
chr11	57359076	57359137	0.02261	5	0.00078	1	P2RX3	P2RX3	HAVANA
chr10	101065469	101065515	0.03441	2	0.0006135	1	KAZALD1	AL133215.2,KAZALD1	HAVANA,HAVANA
chr6	27498556	27498557	0.04582	1	0.0009605	1	AL021918.3	AL021918.5,AL021918.3	HAVANA,HAVANA
chr11	47268263	47268336	0.03166	6	0.000542	1	NR1H3	NR1H3,MADD,AC018410.1	HAVANA,HAVANA,HAVANA
chr11	62707253	62707288	0.03805	4	0.0003598	1	BSCL2,HNRNPUL2-BSCL2	BSCL2,HNRNPUL2-BSCL2,GNG3	HAVANA,HAVANA,HAVANA
chr10	2500041	2500091	0.03848	12	0.0007295	1	LINC02645,AL713851.2	LINC02645,AL713851.2,AL713851.1	HAVANA,HAVANA,HAVANA
chr6	30044659	30044661	0.02757	2	0.0004387	1	ZNRD1ASP	ZNRD1ASP	HAVANA
chr9	126364514	126364516	0.04312	2	0.0008738	1	MVB12B	MVB12B	HAVANA
chr13	49933705	49933707	0.009127	2	0.0005457	1	SPRYD7	SPRYD7	HAVANA
chr4	148162715	148162806	0.02431	5	0.0008327	1	NR3C2,AC069272.1	NR3C2,AC069272.1	HAVANA,HAVANA
chr7	97002539	97002541	0.04496	2	0.05703	1	DLX6-AS1	DLX6-AS1,DLX6	HAVANA,HAVANA
chr2	130743781	130743782	0.03045	1	0.0005113	1	AC140481.1	AC140481.1	HAVANA
chr1	32770059	32770061	0.03415	2	0.4241	1	KIAA1522	KIAA1522	HAVANA
chr2	240565225	240565226	0.02488	1	0.002719	1	ANKMY1	ANKMY1,DUSP28,RNPEPL1	HAVANA,HAVANA,HAVANA
chr6	168343061	168343062	0.03962	1	0.00895	1	.	.	.
chr6	37551441	37551500	0.04313	2	0.000874	1	.	AL353597.2,AL353597.1,MIR4462	HAVANA,HAVANA,ENSEMBL
chr16	48606572	48606573	0.04432	1	0.004558	1	AC026470.1	AC026470.1	HAVANA
chr17	7767826	7767827	0.03754	1	0.004621	1	DNAH2	DNAH2	HAVANA
chr4	656769	656775	0.02709	2	0.09731	1	PDE6B	PDE6B,AC107464.1,AC107464.3	HAVANA,HAVANA,HAVANA
chr16	84226181	84226182	0.03152	1	0.02731	1	KCNG4	KCNG4	HAVANA
chr17	55707363	55707380	0.02065	4	0.0002848	1	.	.	.
chr10	49188637	49188706	0.0099	6	0.0009518	1	.	TMEM273	HAVANA
chr12	32877952	32877956	0.04238	2	0.03384	1	PKP2	PKP2	HAVANA
chr17	41397426	41397427	0.007247	1	5.94e-05	1	KRT31	KRT31,AC003958.2	HAVANA,HAVANA
chr17	28347244	28347245	0.04147	1	0.0008205	1	POLDIP2	TNFAIP1,POLDIP2	HAVANA,HAVANA
chr17	75891237	75891309	0.01399	7	0.002632	1	TRIM65	TRIM65	HAVANA
chr7	151104641	151104657	0.04582	4	0.01994	1	AGAP3	AGAP3	HAVANA
chr8	48399121	48399204	0.03177	3	0.0005448	1	.	.	.
chr4	693197	693247	0.03822	12	0.004499	1	.	SLC49A3	HAVANA
chr16	88022723	88022724	0.04824	1	0.1008	1	BANP	BANP	HAVANA
chr22	24407281	24407328	0.03148	2	0.0005378	1	SPECC1L,SPECC1L-ADORA2A	SPECC1L,SPECC1L-ADORA2A	HAVANA,HAVANA
chr11	71999568	71999599	0.01842	4	0.0002386	1	IL18BP	RNF121,IL18BP,NUMA1	HAVANA,HAVANA,HAVANA
chr6	57130624	57130626	0.02437	2	0.0003632	1	ZNF451,ZNF451-AS1	ZNF451,ZNF451-AS1	HAVANA,HAVANA
chr8	80171087	80171159	0.03722	2	0.0006923	1	TPD52	TPD52	HAVANA
chr2	85524926	85524927	0.005013	1	0.0114	1	.	.	.
chr7	132933007	132933103	0.02767	6	0.0009374	1	CHCHD3	CHCHD3	HAVANA
chr13	106919618	106919705	0.03665	5	0.0006753	1	.	.	.
chr10	14330376	14330456	0.029	6	0.001087	1	FRMD4A	FRMD4A	HAVANA
chr6	169205475	169205551	0.04746	4	0.001014	1	.	.	.
chr19	48966680	48966755	0.0278	10	0.0004459	1	FTL	BAX,AC026803.2,FTL,GYS1	HAVANA,HAVANA,HAVANA,HAVANA
chr2	70830441	70830466	0.02792	2	0.008948	1	CD207	CD207	HAVANA
chr15	56433634	56433680	0.03004	2	0.0005006	1	TEX9,MNS1	TEX9,MNS1	HAVANA,HAVANA
chr1	161451032	161451068	0.03846	3	0.03671	1	AL592295.3	AL592295.3	HAVANA
chr10	103451127	103451182	0.02298	4	0.0003318	1	CALHM2	PDCD11,CALHM2,AL139339.2,AL139339.1,CALHM1	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr3	52831478	52831479	0.02784	1	0.2772	1	AC006254.1	ITIH4,AC006254.1,MUSTN1,STIMATE-MUSTN1,STIMATE	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr2	62185189	62185249	0.0177	3	0.0003841	1	.	.	.
chr6	44560965	44560967	0.04936	2	0.000941	1	.	.	.
chr3	58425109	58425111	0.03728	2	0.0006941	1	PXK	PXK,PDHB,AC135507.1	HAVANA,HAVANA,HAVANA
chr2	239587020	239587021	0.03243	1	0.0732	1	.	AC079612.1	HAVANA
chr14	105024961	105024974	0.01526	2	0.0001811	1	.	CDCA4	HAVANA
chr10	117536109	117536110	0.009929	1	0.01423	1	EMX2OS	EMX2OS	HAVANA
chr8	20255344	20255381	0.02385	4	0.0955	1	LZTS1	LZTS1	HAVANA
chr10	33229367	33229369	0.007957	2	0.1562	1	NRP1	NRP1	HAVANA
chr10	86556638	86556691	0.04071	4	0.0007978	1	.	.	.
chr7	699339	699421	0.04716	4	0.001005	1	PRKAR1B	PRKAR1B	HAVANA
chr1	161464722	161464733	0.04707	3	0.005888	1	AL592295.3	AL592295.3	HAVANA
chr6	32041646	32041647	0.02624	1	0.2393	1	TNXB	CYP21A2,TNXB	HAVANA,HAVANA
chr5	7877085	7877122	0.03992	4	0.0007749	1	MTRR	MTRR	HAVANA
chr3	169966433	169966434	0.02407	1	0.5638	1	AC008040.1	AC008040.1,SEC62	HAVANA,HAVANA
chr2	27148939	27149025	0.03745	12	0.0006995	1	TCF23	TCF23	HAVANA
chr7	107659963	107659965	0.03588	2	0.02535	1	SLC26A4-AS1	SLC26A4-AS1,SLC26A4	HAVANA,HAVANA
chr14	88163688	88163716	0.03954	2	0.01529	1	.	AL133279.2,AL133279.3	HAVANA,HAVANA
chr10	123357851	123357915	0.03246	8	0.0152	1	LINC02641	LINC02641	HAVANA
chr17	17700218	17700219	0.02435	1	0.04253	1	RAI1	RAI1	HAVANA
chr5	143771392	143771438	0.02219	4	0.0003158	1	AC008696.2	AC008696.2	HAVANA
chr2	160941853	160941865	0.02677	2	0.0004208	1	.	.	.
chr7	106979329	106979393	0.03346	4	0.0005873	1	.	.	.
chr2	27681719	27681721	0.01373	2	0.0001536	1	SLC4A1AP	SLC4A1AP	HAVANA
chr6	24743633	24743635	0.04111	2	0.0008104	1	AL133264.2	AL133264.2	HAVANA
chr17	55444089	55444156	0.04445	5	0.0009178	1	.	SMIM36	HAVANA
chr6	152318413	152318414	0.03718	1	0.0006912	1	SYNE1	SYNE1	HAVANA
chr22	48500531	48500532	0.03284	1	0.05713	1	TAFA5	TAFA5	HAVANA
chr19	46760357	46760358	0.03088	1	0.0005226	1	FKRP	FKRP	HAVANA
chr6	33321330	33321331	0.04962	1	0.3013	1	DAXX	ZBTB22,DAXX,SMIM40,AL662820.1	HAVANA,HAVANA,HAVANA,HAVANA
chr10	51005658	51005683	0.0424	6	0.000849	1	PRKG1	PRKG1	HAVANA
chr7	665790	665799	0.03122	2	0.02035	1	PRKAR1B	PRKAR1B	HAVANA
chr19	1271175	1271177	0.03746	2	0.7779	1	CIRBP	CIRBP,CIRBP-AS1,C19orf24	HAVANA,HAVANA,HAVANA
chr1	162632505	162632507	0.02363	2	0.1016	1	DDR2	DDR2	HAVANA
chr10	35890574	35890575	0.01365	1	0.0001522	1	.	.	.
chr10	116809932	116809958	0.04391	2	0.01486	1	HSPA12A	HSPA12A	HAVANA
chr17	80709134	80709204	0.01816	6	0.00172	1	RPTOR	RPTOR	HAVANA
chr21	45099754	45099830	0.04506	4	0.0009367	1	ADARB1	ADARB1,AL133499.1	HAVANA,HAVANA
chr1	43980410	43980478	0.03039	3	0.001904	1	B4GALT2	ATP6V0B,B4GALT2	HAVANA,HAVANA
chr5	135491771	135491792	0.04938	4	0.005226	1	.	.	.
chr10	13729352	13729384	0.03136	2	0.007864	1	FRMD4A,AL157392.2	FRMD4A,RNA5SP301,AL157392.2	HAVANA,ENSEMBL,HAVANA
chr4	188400547	188400549	0.04943	2	0.001079	1	.	LINC01060	HAVANA
chr15	58260420	58260422	0.04582	2	0.01332	1	ALDH1A2	ALDH1A2	HAVANA
chr2	54989927	54989999	0.04482	2	0.0009288	1	RTN4	RTN4	HAVANA
chr10	5944525	5944527	0.04815	2	0.001036	1	AL137186.2,IL15RA	AL137186.2,IL15RA	HAVANA,HAVANA
chr3	11631137	11631141	0.0128	2	0.008386	1	VGLL4	VGLL4	HAVANA
chr7	50447169	50447232	0.03927	10	0.0007525	1	FIGNL1	FIGNL1	HAVANA
chr4	88534168	88534188	0.03951	4	0.0007612	1	AC098582.1	AC098582.1	HAVANA
chr1	27961271	27961312	0.03604	4	0.0006595	1	XKR8	SMPDL3B,AL512288.1,XKR8	HAVANA,HAVANA,HAVANA
chr6	4402786	4402845	0.02795	4	0.0004503	1	AL162718.1	AL162718.1	HAVANA
chr16	89291192	89291197	0.03023	2	0.03549	1	ANKRD11	ANKRD11,AC137932.1	HAVANA,HAVANA
chr5	96522831	96522832	0.02913	1	0.01589	1	AC104123.1	AC104123.1,CAST	HAVANA,HAVANA
chr7	65762954	65762956	0.01628	2	0.009826	1	AC073107.1,CCT6P1	AC073107.1,CCT6P1,SNORA15B-2,AC073107.2	HAVANA,HAVANA,ENSEMBL,HAVANA
chr3	150607865	150607866	0.03993	1	0.02647	1	SELENOT	SERP1,SELENOT,AC069236.1	HAVANA,HAVANA,HAVANA
chr16	67163181	67163404	0.004619	37	0.002103	1	FBXL8,AC074143.2	TRADD,FBXL8,AC074143.2,HSF4	HAVANA,HAVANA,HAVANA,HAVANA
chr8	120786124	120786125	0.04221	1	0.0008419	1	SNTB1	SNTB1	HAVANA
chr3	196216762	196216810	0.004244	8	0.004846	1	SLC51A,PCYT1A	SLC51A,PCYT1A	HAVANA,HAVANA
chr7	127781873	127781875	0.01239	2	0.0001312	1	SND1	SND1	HAVANA
chr10	100753509	100753553	0.04499	5	0.0009352	1	PAX2	PAX2	HAVANA
chr4	55931852	55931889	0.04508	3	0.0009378	1	.	.	.
chr6	100450908	100450909	0.01931	1	0.0002566	1	SIM1	SIM1	HAVANA
chr12	94262159	94262161	0.01816	2	0.0002337	1	PLXNC1,AC073655.3	PLXNC1,AC073655.3	HAVANA,HAVANA
chr16	68248076	68248078	0.007379	2	6.11e-05	1	PLA2G15	PLA2G15	HAVANA
chr12	132835388	132835390	0.01533	2	0.558	1	CHFR,RNU6-327P	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr9	136345317	136345411	0.009987	11	0.000701	1	GPSM1	GPSM1	HAVANA
chr6	30718734	30718736	0.04909	2	0.001068	1	.	MDC1,TUBB,AL662797.1	HAVANA,HAVANA,HAVANA
chr5	12574000	12574008	0.04115	3	0.02553	1	AC106771.1	AC106771.1,LINC01194	HAVANA,HAVANA
chr17	77552509	77552511	0.01834	2	0.0002371	1	AC021683.2	AC021683.2,AC021683.6	HAVANA,HAVANA
chr10	25179933	25179971	0.03935	2	0.000755	1	GPR158	GPR158-AS1,GPR158	HAVANA,HAVANA
chr5	179285061	179285154	0.02536	7	0.002857	1	ADAMTS2	ADAMTS2	HAVANA
chr10	102310081	102310082	0.01195	1	0.09502	1	GBF1	GBF1	HAVANA
chr15	32732994	32733073	0.0223	4	0.0007586	1	GREM1	GREM1	HAVANA
chr10	13890906	13890908	0.03119	2	0.07173	1	FRMD4A	FRMD4A	HAVANA
chr19	5142301	5142335	0.04273	6	0.01439	1	KDM4B	KDM4B	HAVANA
chr14	71489012	71489014	0.01275	2	0.0001364	1	SIPA1L1	SIPA1L1	HAVANA
chr11	7254162	7254188	0.03494	2	0.0006283	1	SYT9	SYT9	HAVANA
chr12	5071283	5071285	0.03851	2	0.0007304	1	.	.	.
chr6	28989058	28989159	0.02535	6	0.01021	1	.	HCG15,AL662791.1	HAVANA,HAVANA
chr7	5595484	5595526	0.02892	3	0.0004743	1	FSCN1	FSCN1	HAVANA
chr8	97046144	97046145	0.02599	1	0.0004012	1	CPQ	CPQ	HAVANA
chr7	94296985	94296987	0.03395	2	0.0006017	1	AC002074.1	AC002074.1	HAVANA
chr3	50358586	50358633	0.01267	2	0.0289	1	Z84492.2,TMEM115	CYB561D2,Z84492.2,TMEM115,CACNA2D2	HAVANA,HAVANA,HAVANA,HAVANA
chr14	95501360	95501428	0.04343	10	0.0008851	1	.	.	.
chr8	98005509	98005535	0.01977	4	0.0004871	1	MATN2	MATN2	HAVANA
chr14	72812750	72812756	0.03747	4	0.005872	1	DPF3	DPF3	HAVANA
chr6	5135555	5135651	0.04226	3	0.0008429	1	LYRM4	LYRM4	HAVANA
chr7	140253317	140253319	0.03548	2	0.0006429	1	.	.	.
chr11	128518580	128518669	0.03374	3	0.0005958	1	ETS1	ETS1,MIR6090	HAVANA,ENSEMBL
chr15	40769186	40769227	0.04949	3	0.0008156	1	DNAJC17	GCHFR,DNAJC17,C15orf62	HAVANA,HAVANA,HAVANA
