methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr17.80189835	0.000120413245898684	2.99426467100955e-05	4.13901566522002e-05	0.513780747130965	0.0935948234320986	-0.544470252194156	-0.125349050917064	-0.00675674841963138	0.0204407260111092	0.0057391579483715	-0.0150607101332119	0.0318264059868986	0.00143814230255715	17	0	82	25	57	0	0.423554870564371	.	chr17	80189835	CARD14	CARD14	HAVANA	17	0.19972356051223	0.0665665971518389	0.228400468033717	0.999952590254861	0.738541547660061
chr17.21316790	2.121489585019e-05	0.000141890463128966	8.67509080203179e-05	0.0298429235864367	0.183672920157334	-0.221301845900723	-0.404867051387508	-0.00422808333391305	0.00868194418502035	0.0165832066133435	0.00472183050559427	0.0299322759715776	0.00378666444336788	3	33	63	0	96	0	0.999999999999975	.	chr17	21316790	.	MAP2K3	HAVANA	3	0.0928630458884705	0.132911766996429	0.283681932054943	0.940603123723688	0.819322032799272
chr17.82887187	0.000173001349501427	0.000310414183777651	5.72781222099292e-05	0.559925645853583	0.547078743205792	-0.0623695360549506	0.490759568660405	0.00304686351647722	0.00344401337710836	-0.018972128336521	0.0210007841049588	0.000328307699151327	-0.00144980384121551	18	0	80	18	62	1	0.236275844090714	.	chr17	82887187	TBCD	TBCD	HAVANA	19	0.227272655333222	0.178075718177182	0.253881494178007	0.999952590254861	0.939747019448301
chr17.56510906	7.72775245889715e-05	0.00018857073498639	5.88770513550845e-05	0.185045018756817	0.341059749897987	-0.00276967573592886	0.339129822000655	0.00216216188486516	-8.64428420635393e-05	-0.0138097845765883	-0.00953308022279611	-0.0247920497029906	-0.00217212862383584	13	0	85	33	52	1	0.126263705838451	.	chr17	56510906	ANKFN1	ANKFN1	HAVANA	14	0.165179691579476	0.147452182332798	0.258026153279583	0.991292140332255	0.889318530563995
chr17.37743147	1.46518887301216e-07	0.000167094965407983	6.05932648066783e-05	0.000460408259512227	0.301069417292673	0.21113596332271	0.160295595851112	0.00763239073984313	-0.00869966348006907	-0.00633109287368314	-0.0140167465187072	-0.00682206405215994	0.00323474123528415	2	62	21	0	83	14	0.358008360982612	.	chr17	37743147	HNF1B	HNF1B	HAVANA	16	0.00892372197782965	0.141783526961169	0.260160742104022	0.670602777160735	0.875764288138343
chr17.80882487	2.95566187577641e-05	1.15133088594999e-05	1.33154915276698e-05	0.328930900349576	0.10258928205896	0.0877302734258767	0.305220322176154	0.00367541911885409	-0.00251236021625176	-0.0118286561117829	0.0202018232424507	-0.00336954865846175	-0.00124861304391698	7	0	90	43	47	2	0.827137775374257	.	chr17	80882487	RPTOR	RPTOR	HAVANA	9	0.106354221561677	0.0422608594369509	0.167148348697104	0.998053682692889	0.749513290166925
chr17.48493183	0.000258701270538808	2.41784448931727e-06	8.06014855035339e-05	0.640119886863966	0.00532256326300464	-0.197219254059846	-0.129032715741935	-0.00384401673570299	0.00725777459613733	0.0039599673078174	-0.010973891826743	-0.0255588855335627	-0.000376071022948753	1	66	25	0	91	7	0.000617842733367263	.	chr17	48493183	.	.	.	8	0.262462201699044	0.0192521455188965	0.279628148968424	0.999952590254861	0.398560809828394
chr17.7576644	0.000328747377663851	1.6780606125415e-05	0.000102362502354094	0.654065774926223	0.0227557352835836	0.295179602062924	0.50842561252189	0.00862513530678936	-0.00972497891739651	-0.0199242619670753	0.0401090545268729	-0.0133147460998829	-0.000949748089664754	1	0	97	8	89	1	0.999999999999994	.	chr17	7576644	SENP3-EIF4A1,EIF4A1,AC016876.2	SENP3,SENP3-EIF4A1,EIF4A1,AC016876.2,SNORA48,SNORD10,SNORA67,CD68	HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL,ENSEMBL,ENSEMBL,HAVANA	2	0.285882092275991	0.0497762020461024	0.29900422244021	0.999952590254861	0.557676033687409
chr17.11557963	0.000374876352991547	0.000484025235211348	0.000112330830488669	0.726001502913217	0.458995993391379	0.51485979035304	0.375719950621099	0.0106831543622994	-0.0194141410267787	-0.0132207747108738	0.00992262343662858	0.0263096095762104	0.000724574570300245	8	0	88	23	65	3	0.999999999999993	.	chr17	11557963	SHISA6	SHISA6	HAVANA	11	0.297816558196294	0.20696154701032	0.308886300527849	0.999952590254861	0.921496336286543
chr17.81241267	0.00061124792347473	0.000450603880461539	0.000229309418717076	0.495764598844826	0.229088528627027	0.386245415081217	0.431187554000296	0.00808037029441253	-0.0138891637801482	-0.0153009756728487	0.0268613211334293	0.0287836561124001	-0.00125798522285788	5	0	94	23	71	0	0.263443200986808	.	chr17	81241267	NDUFAF8	TEPSIN,NDUFAF8,SLC38A10	HAVANA,HAVANA,HAVANA	5	0.3444596762426	0.201629358084084	0.376732523473122	0.999904630469074	0.845469092580677
chr17.42323265	4.86134005781189e-05	1.76430572898872e-05	1.73423249627636e-05	0.458333476785604	0.118975730419995	-0.852874332464373	-0.773612579257646	-0.0231613356529017	0.0323060333035411	0.03147560627105	-0.0157545697572899	0.0554126057161605	-0.00276229026059217	10	0	89	1	88	0	0.703336689380275	.	chr17	42323265	STAT3	STAT3	HAVANA	10	0.133905326889243	0.0508996940848791	0.17551723142345	0.999648588187554	0.76785098134023
chr17.841660	0.000437627170893722	0.000359149755524029	0.000199418576229674	0.369700434238211	0.217125532551031	-0.761004122434389	-0.477768559016015	-0.0152976027268717	0.0302047628580977	0.0203968152428486	0.0113622793850616	0.0515348579830511	0.00299558306223855	16	0	83	26	57	0	0.113638974283617	.	chr17	841660	NXN	NXN	HAVANA	16	0.31261883645277	0.185722550291084	0.360152750057553	0.998476120342644	0.839423782761662
chr17.75059710	0.000462581365456739	0.000500028417150332	0.000170559770683924	0.496956862651695	0.323788812983014	-0.122445039384319	0.0973932741632424	-0.000541797279528969	0.00434869285803788	-0.00407703058544805	-0.0124869779485302	-0.00849388226522301	-0.000608542763398462	0	0	99	22	77	0	1	.	chr17	75059710	KCTD2	KCTD2,AC111186.1	HAVANA,HAVANA	0	0.317306699415691	0.209794670946359	0.349964444980597	0.999904630469074	0.88354432524988
chr17.7741958	0.000480097847170128	0.000864895951813687	0.000160348002489494	0.595901363362718	0.58055431514811	0.37418767835892	0.536395745180943	0.0116482965450743	-0.0137339089625665	-0.0194501055865488	0.0149270666304053	0.0238851662536944	0.00117599011737223	13	0	85	15	70	1	0.877977907308517	.	chr17	7741958	DNAH2	DNAH2	HAVANA	14	0.320488454503294	0.24892509961407	0.342738712149234	0.999952590254861	0.945837408683928
chr17.82805242	9.02156304704188e-05	0.000600942270648007	8.46206568380644e-05	0.145506593182353	0.707808394613664	-0.0866914026118931	0.290811132719165	0.00520154961006132	0.00323185148227997	-0.0109372260598632	-0.00922857051000232	0.00259384765037913	0.0023138707755793	10	0	89	35	54	0	0.015297847644861	.	chr17	82805242	TBCD	TBCD	HAVANA	10	0.175941138872207	0.221982687392071	0.282991534771899	0.98726400876187	0.965988168974818
chr17.82332242	0.000197279634051985	0.00010640292548386	6.13796979816916e-05	0.625244169211193	0.192231598571974	-0.529092991463841	0.384099023621108	-0.000468025765672192	0.0234230156650901	-0.0135970443241082	0.0674670887478418	0.0318659124663408	0.00189000197196435	2	3	91	0	94	3	0.372155703893557	.	chr17	82332242	SECTM1	SECTM1	HAVANA	5	0.236797912746721	0.120090927908168	0.262168314002927	0.999952590254861	0.824847246832918
chr17.1879301	0.000267188524053527	0.000336298035730902	0.000217291232853773	0.171739404554216	0.180221378783261	0.0752836556253519	0.286549848190256	0.00277867279226155	-0.00248299357185952	-0.0115484102679118	0.00916171650304514	-0.0145768523347737	-0.00182668239875825	0	0	99	28	71	0	1	.	chr17	1879301	RPA1	RPA1	HAVANA	0	0.265643062983624	0.182057130414288	0.369514864442015	0.989548470010931	0.817261643041759
chr17.36935381	9.8092271130467e-05	7.17122783387897e-05	6.32919923760471e-05	0.223892253091478	0.135477513531847	-0.20088505285523	-0.133660777112986	-0.00446432690796074	0.00741347947828529	0.00447962362652716	-0.00810599991133097	-0.0155850498668753	-0.000954911830627957	2	62	25	0	87	10	0.316724050669846	.	chr17	36935381	LHX1-DT	LHX1-DT,LHX1,AC243773.1	HAVANA,HAVANA,HAVANA	12	0.181242885047064	0.101923973211315	0.263403663618453	0.994514566974755	0.783672305022741
chr17.3590080	1.34214482922339e-05	0.001093973469986	0.000118596134555642	0.0145870627121487	0.925162017848147	-0.369967770439114	0.00498387544113573	-0.00870512330956675	0.0146270718593455	6.11243702673228e-05	0.00508248527416769	0.0068069011770679	-0.00432518102469757	12	0	87	22	65	0	0.549461465537177	.	chr17	3590080	TRPV1,AC027796.3	TRPV1,AC027796.3	HAVANA,HAVANA	12	0.0794549446465976	0.268863559284036	0.313408164289338	0.905225167112584	0.992530949341553
chr17.39868100	0.000147294546148106	0.000222740581303027	4.69388097725901e-05	0.589401332789406	0.479496051954716	0.536954589784771	0.390869141756618	0.00944235075048138	-0.0198122509707191	-0.01409997183875	0.0230235825114979	0.0140588840790948	-0.0010833116426051	13	25	57	0	82	4	0.0507424510223538	.	chr17	39868100	.	IKZF3,ZPBP2	HAVANA,HAVANA	17	0.213284531612097	0.156269427365889	0.234097378537239	0.999952590254861	0.926183323111962
chr17.32494675	8.54234902574738e-06	9.56957714275567e-06	2.01650054635148e-06	0.989484755941752	0.404421000418876	0.335428360598723	-0.784316351306547	-0.00600450892617032	-0.0124504430266694	0.02913809264291	0.0257131457259895	-0.0262523118163023	5.15092207416055e-05	6	0	93	1	92	0	0.871942138742356	.	chr17	32494675	MYO1D	CDK5R1,MYO1D,AC079336.5	HAVANA,HAVANA,HAVANA	6	0.0665749793149613	0.0394399209262986	0.0752262792452155	0.999952590254861	0.908355941366628
chr17.82913469	0.000221663625376826	0.000238166070499656	6.103979264218e-05	0.869594719699089	0.398049560605572	-0.221826556865871	0.0616016217487425	-0.00202884357564097	0.00847923391462372	-0.00206617766258847	-0.00636772564388905	0.00859792897652945	-0.000184614679299289	2	0	96	42	54	1	0.999999999999975	.	chr17	82913469	TBCD	TBCD,AC087222.1	HAVANA,HAVANA	3	0.246864829581567	0.160443920472906	0.261395440973849	0.999952590254861	0.906603113408106
chr17.81707568	4.88794374278904e-05	0.00119505562543719	0.000207343061948908	0.0299516558678507	0.629169198600268	0.448689940360289	0.197021397162417	0.00475001214442485	-0.0176272178948651	-0.00711755735521855	0.00175984717438528	0.0160888918109015	-0.00416209651120635	10	0	86	46	40	3	0.655391908329984	.	chr17	81707568	AC139530.3	HGS,AC139530.2,MRPL12,AC139530.3,SLC25A10	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	13	0.134071833080672	0.277112308346688	0.364206649488747	0.940917066579462	0.953960022161799
chr17.82813411	4.34216023264122e-05	0.000173079251650868	2.92209473696184e-05	0.211841836920621	0.565613374491149	-0.380732491922511	-0.229544666267254	-0.00918712546589292	0.0147480789970898	0.00918236249769831	0.00115547140811096	0.0149654365888587	-0.00183798279816137	17	0	82	37	45	0	0.845354823533906	.	chr17	82813411	TBCD	TBCD	HAVANA	17	0.126602687550406	0.142951610297817	0.206701585507615	0.993667593718849	0.943083254968925
chr17.1045681	6.75359842100698e-06	8.82253769501838e-06	1.86738925653618e-06	0.61823314647477	0.415557460226169	0.466126139325835	0.975362622870185	0.0187799899527659	-0.0169609770498949	-0.0377888724063229	0.0314959546170008	-0.00948362254500266	-0.00173930855710607	17	0	81	9	72	1	0.64518316585959	.	chr17	1045681	ABR	ABR	HAVANA	18	0.0574483910895349	0.0380858919374731	0.0752262792452155	0.999952590254861	0.911364838194093
chr17.82921635	2.94124904826623e-05	0.00134817664916926	0.000225384649220762	0.0154276409931915	0.650019537252727	-0.102507555048568	0.287886827371537	-0.00170648563412048	0.00458798414507786	-0.0112571279739166	0.0102877988443491	-0.00505579835432773	-0.0043239190511025	0	0	97	6	91	2	0.999999999999994	.	chr17	82921635	TBCD	TBCD,AC087222.1	HAVANA,HAVANA	2	0.106354221561677	0.290428537516756	0.374879045514583	0.908165748303364	0.957573251333656
chr17.18268474	0.000440891458012427	0.00081804984176762	0.000170604545319508	0.461034455231069	0.517310134277101	-0.153541480527434	-0.12237655407336	-0.0027216796271048	0.00589209837255305	0.00438594780870165	-0.00209033390690399	-0.00741461671100415	0.000488298583723179	1	58	36	0	94	4	0.434687854325868	.	chr17	18268474	AC127537.1	MIEF2,AC127537.1,TOP3A	HAVANA,HAVANA,HAVANA	5	0.31347227568743	0.245658903478351	0.349964444980597	0.999648588187554	0.934155763338456
chr17.67030618	1.331989169396e-05	6.36449049134108e-05	4.18260825274835e-05	0.0408696697781781	0.172153819580955	0.106082679752681	0.375654990236711	0.00238579334142072	-0.00299099191765663	-0.0141160721111305	0.0263640514883178	0.00661219673633735	-0.00312160117338711	8	0	89	36	53	2	0.448246860449026	.	chr17	67030618	CACNG4	CACNG4,AC005544.2	HAVANA,HAVANA	10	0.0794549446465976	0.0964606284990552	0.229267301229724	0.95351885608654	0.812087565281792
chr17.80670909	0.00048419453815874	0.000789917069549594	0.000200038162083579	0.419701049208634	0.434565847618073	-0.239796994229548	-0.235532638450674	-0.00703111041257325	0.00980052435242473	0.00908465049219159	0.0134105983479167	0.00284217289413651	-0.000947187073166036	1	0	97	38	59	1	0.329210472067621	.	chr17	80670909	RPTOR	RPTOR	HAVANA	2	0.320905979831337	0.24202826466008	0.360152750057553	0.999427098918151	0.915923021291796
chr17.79990941	1.96216223280708e-05	1.80976550525572e-05	2.96750264483781e-05	0.0867591982517319	0.0779980783252038	-0.602483241685812	0.125595376400201	-0.0104012199837156	0.0241719610614907	-0.00696408122904012	0.0151314314926363	-0.0557394813889437	-0.00578378249680085	12	0	87	10	77	0	0.594745963805637	.	chr17	79990941	TBC1D16	TBC1D16,AC116025.2	HAVANA,HAVANA	12	0.08938072927927	0.0513110020535203	0.206773698167736	0.977570231026739	0.715288011966108
chr17.804756	0.000564573823214088	0.000341426163571878	0.000161143751012068	0.936426674802565	0.240503360404369	-0.562215203186859	0.0602752594507645	-0.00567996864754648	0.0235328695306954	-0.00255434467075763	0.0392849069078226	-0.00426514886630652	0.000241946071159609	4	0	95	4	91	0	0.385550752634723	.	chr17	804756	NXN	NXN	HAVANA	4	0.335794411763942	0.182586162745039	0.342738712149234	0.999952590254861	0.850510558939877
chr17.6894527	2.54258009377951e-07	2.67817917475074e-07	5.37103977044002e-08	0.942822129850209	0.390037444402342	-0.261096887693899	0.107047006544996	-0.00133855372552348	0.0107780694176503	-0.00361701073916647	0.0128950929788763	0.0153628368038761	-8.74761440978192e-05	13	47	37	0	84	2	0.645792361816568	.	chr17	6894527	ALOX12P2,ALOX12-AS1	ALOX12P2,ALOX12-AS1	HAVANA,HAVANA	15	0.0130659456604816	0.00721981346700473	0.0147205250713733	0.999952590254861	0.904430425332751
chr17.83074906	0.000163781887636164	1.25924842121047e-05	6.43073993393808e-05	0.425352822748992	0.0280331672156233	0.0785822732193535	0.267475911762057	0.00354677216917224	-0.00295728478341856	-0.0113641258907394	0.000506007052110279	-0.0286760843506431	-0.000973880873811037	7	0	91	50	41	1	0.469269312739973	.	chr17	83074906	.	METRNL	HAVANA	8	0.22258540564562	0.0436867016674345	0.263403663618453	0.999427098918151	0.583134961722598
chr17.1276015	2.86994375677559e-05	0.000267586091488049	3.4435594448082e-05	0.107745867130539	0.715979143681423	0.286866460946326	0.31737086565598	0.00974051422647621	-0.0115194450835688	-0.0124174262787774	-0.0104146744999627	-0.00755789150136805	0.00223545899606903	5	41	53	0	94	0	0.856697155259278	.	chr17	1276015	.	BHLHA9,TRARG1	HAVANA,HAVANA	5	0.105816821116273	0.16804571215346	0.215311893099022	0.981347401720578	0.967209577892378
chr17.7823902	0.000306866299351274	0.000884184941262371	8.86931936437105e-05	0.776556824055028	0.96771235551369	0.0348125783256047	-0.586902298389123	-0.00684961335842016	-0.00140317037097801	0.0226091060270353	0.00624387860084422	0.000684680031607554	0.000823803873645047	2	11	82	0	93	4	0.582749421760761	.	chr17	7823902	DNAH2	DNAH2	HAVANA	6	0.277439830960624	0.250807138176906	0.285420772021737	0.999952590254861	0.9968222500163
chr17.8393383	0.000249478184711385	1.98374761059169e-05	7.11811098563115e-05	0.785175544742807	0.0406848679752706	0.156444082035938	0.324204254108693	0.00560720965199815	-0.00553199225597607	-0.0132295053760487	0.0110011792633354	-0.0255461347437538	-0.000399265241919388	15	0	83	46	37	1	0.550515079433523	.	chr17	8393383	RNF222	RNF222	HAVANA	16	0.259884943214544	0.0540089409690087	0.272578807844912	0.999952590254861	0.63048949601843
chr18.13756044	0.000371541167236308	0.000192984454990636	0.000104113105157116	0.90995972912032	0.206352927229484	-0.524500639673048	-0.119675361064532	-0.00724501349878973	0.0200333810775638	0.00305538369627189	-0.0128388689139354	-0.0385778154992558	-0.000251691450259418	0	0	98	8	90	1	0.999999999999961	.	chr18	13756044	RNMT	RNMT	HAVANA	1	0.297706737911989	0.149060594773892	0.301079834033644	0.999952590254861	0.833222237979503
chr18.79378882	0.000240534285527044	6.21904081471243e-05	6.75255973013159e-05	0.821044135997999	0.114172868238501	-0.922402952580093	-0.272638862273207	-0.0142578417069037	0.0358468028598782	0.00715190379066986	-0.00296459819023804	-0.0769258876454104	-0.000879248543326425	13	0	85	1	84	1	0.126263705838451	.	chr18	79378882	.	ATP9B	HAVANA	14	0.256154482384625	0.0952215637249535	0.267019923703099	0.999952590254861	0.762946267493114
chr18.75287762	0.000476397931494563	0.00033004487535044	0.000144083392644305	0.729033442248392	0.255729769026059	0.171671004858467	0.224249817942874	0.00427292042818772	-0.00640832335450145	-0.00801841807530869	0.0061405919166632	0.0149630976504676	-0.000316368588708093	1	0	97	31	66	1	0.532467532467543	.	chr18	75287762	TSHZ1	TSHZ1	HAVANA	2	0.320245710365249	0.181260964837069	0.331256696852419	0.999952590254861	0.857661845213613
chr18.11822040	0.00015343543127209	9.12702862882997e-05	0.000100887552332565	0.218662104036567	0.108569016348484	0.024570574446575	0.368845308191854	0.00302479848838706	-0.00014874316812019	-0.0149227062397655	0.0171112219123085	-0.0200561988467147	-0.0022707335078729	5	0	94	29	65	0	0.62046458695944	.	chr18	11822040	GNAL	GNAL	HAVANA	5	0.217512315994014	0.112509648194848	0.297316882338525	0.994346480695932	0.756457780835196
chr18.79849033	0.000618362435197707	0.000543980490158443	0.000184159620284187	0.791833342367349	0.332226122810875	0.252744162837207	0.617262022142267	0.00955517421059879	-0.00835774378115731	-0.0224107079866345	0.0326068656463258	0.0311632778238243	-0.00066438034558101	7	0	92	19	73	0	0.701198323732158	.	chr18	79849033	.	.	.	7	0.345786989497843	0.214453688921203	0.353259693655634	0.999952590254861	0.886471107179203
chr18.79690993	1.4248453924031e-05	4.37891356924698e-05	9.66228302631077e-05	0.019757731851189	0.0626225244178676	0.268137131636037	0.624138019682879	0.00541799243080327	-0.00972974710364791	-0.0256248818806357	0.00374500248429633	-0.0555523534577581	-0.00648479612322809	16	0	82	13	69	1	0.293060220368424	.	chr18	79690993	CTDP1	CTDP1	HAVANA	17	0.0799419183873492	0.0799204215029691	0.290172634358267	0.92247082922343	0.687099633799945
chr18.50298707	0.000285342916037233	0.000661942385271497	0.000127766595517644	0.362863717004145	0.542157714906501	-0.558332042736973	-0.123028813025705	-0.0108583715304582	0.0227055809084704	0.00552134169030578	0.0223771136799474	0.0233495088536029	-0.00223712301264048	2	10	87	0	97	0	0.747680890538036	.	chr18	50298707	.	AC105227.1	HAVANA	2	0.269515972112496	0.229919607156334	0.320477022346941	0.99839631615147	0.938751869093557
chr18.78126680	6.99469047616732e-08	1.27382498296586e-08	1.52596768716649e-08	0.751034992150662	0.100634958152915	0.117259096757082	0.650367217122082	0.00944773796944664	-0.00429865585562629	-0.0264528543228174	-0.000713469135628827	-0.044701640272303	-0.000736393458787076	5	0	89	15	74	5	0.2125539516492	.	chr18	78126680	.	.	.	10	0.00522831811081602	0.00114003824212134	0.0128011536233974	0.999952590254861	0.747411180815402
chr18.37524590	1.31474067539056e-05	1.79716686023356e-05	2.49211905395704e-05	0.070819835855693	0.0930003586313864	0.135012100816107	0.0944859166129091	0.00389000483253494	-0.00540768623767868	-0.00406237145060857	-0.00465046470391679	-0.0126960835305499	0.00104184042441818	5	66	16	0	82	12	0.0729814787964481	.	chr18	37524590	CELF4	CELF4	HAVANA	17	0.0794549446465976	0.051041804688678	0.19365892538643	0.97255940066251	0.737693466500142
chr18.46481239	2.45049219142398e-06	6.99959739290659e-12	9.58831863516031e-05	0.0038259702201247	1.02295499993055e-07	-0.106512191159792	-0.00500783295871064	7.25280739190263e-05	0.0053885591592051	0.000212284463967428	0.0298019934484491	0.000376314198888149	0.00195279697752694	4	62	19	0	81	14	0.0567670163301588	.	chr18	46481239	LOXHD1	LOXHD1	HAVANA	18	0.034738536429482	7.76288441529125e-06	0.289939115546637	0.824110378302325	0.00324400793307589
chr18.13497921	1.17631333935474e-05	1.79231321408962e-05	2.52180762321841e-05	0.0590021768336843	0.0857888073880213	-0.122094278279934	0.267102789080551	-0.000184697993330974	0.00393912290922491	-0.0115983561014662	-0.0242968217589643	-0.0360625413337904	-0.0030591116552811	4	0	93	37	56	2	0.368987035176541	.	chr18	13497921	LDLRAD4	LDLRAD4,AP005131.2	HAVANA,HAVANA	6	0.0760538254267355	0.051041804688678	0.19365892538643	0.966510647381045	0.727376070846114
chr19.13812192	0.000276023275215727	0.000547192691042924	9.28473719464025e-05	0.556188348395795	0.595495099375688	0.32875773894696	0.232726101727041	0.00580283859532863	-0.0126736861808053	-0.00839209146161816	0.00342162742400739	0.0130229322386701	-0.000787008283294146	0	0	99	17	82	0	1	.	chr19	13812192	ZSWIM4	ZSWIM4,RN7SL619P	HAVANA,ENSEMBL	0	0.266660714217393	0.214857143865757	0.287598667670931	0.999952590254861	0.948501520263948
chr19.33250061	4.17065551510571e-05	0.000110038153188199	1.7143824289286e-05	0.370697187689041	0.575748372148518	0.342017064574627	0.0632619730142829	0.00372436510426852	-0.013281880933529	-0.00282097062926815	0.00239514346575457	-0.0108293466706204	-0.00121968256746183	1	0	97	19	78	1	0.083694083694084	.	chr19	33250061	.	.	.	2	0.124245716678837	0.121858294936865	0.17551723142345	0.998476120342644	0.94480662572406
chr19.8399958	0.000595372056945649	0.000388504262297136	0.000226023766932448	0.48363966864349	0.199296040560637	-0.0517167303563778	0.198047333139902	0.00276917296741934	0.00250485298496296	-0.00800596229663646	0.0102580332818052	-0.0103680695101196	0.000837512076649171	0	0	99	30	69	0	1	.	chr19	8399958	RAB11B	RAB11B	HAVANA	0	0.341195931592461	0.190801208726745	0.37528141222878	0.999776031599403	0.829175417925585
chr19.1815972	6.00976127872123e-06	6.12796380650032e-05	6.28868788537957e-05	0.0116985002075261	0.112768223322459	-0.330432803409059	0.303790620919559	-0.0077074532004136	0.0150751117388567	-0.0107501580032088	0.0510018167395561	0.0264382830592352	-0.00658618125038924	1	0	98	1	97	0	0.292929292929288	.	chr19	1815972	REXO1	ATP8B3,REXO1,AC012615.2,MIR1909	HAVANA,HAVANA,HAVANA,ENSEMBL	1	0.0546002749660298	0.0945917903952003	0.263403663618453	0.893319996187741	0.761456842930879
chr19.37558495	0.000305595581129305	0.000405428570389465	0.000107011772446641	0.532766854739451	0.415183892302603	0.240182266950849	0.444175537435415	0.00707128138878711	-0.00882157275585672	-0.0160729784803395	0.00690112448412963	0.0232659681655812	-0.0011110950155659	20	0	79	33	46	0	0.357966348975189	.	chr19	37558495	ZNF571-AS1,ZNF540,ZNF571	ZNF571-AS1,ZNF540,ZNF571	HAVANA,HAVANA,HAVANA	20	0.277439830960624	0.19405359809293	0.301841663807457	0.999952590254861	0.9112519184612
chr19.7915806	0.000452519976601674	0.000498502252087461	0.000170343148166099	0.485978043648478	0.333128299229763	1.01019716116835	-0.052366978612592	0.0127500084012515	-0.037906530379982	0.00138359408913304	0.0493837595612093	-0.0143389741571703	0.00320987236511795	14	0	85	0	85	0	0.720004127433412	.	chr19	7915806	.	MAP2K7,AC010336.4,TGFBR3L,AC010336.2,SNAPC2	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	14	0.315755271902829	0.209655640385407	0.349964444980597	0.999776031599403	0.886801462488422
chr19.11035949	0.000200156202193779	7.13870907790733e-06	5.396511206043e-05	0.99168668583171	0.0202693168277672	-0.0375504144603235	-0.295355262575847	-0.00449666382538164	0.000704210888856486	0.0120763425634589	-0.0182399790898184	0.0203902936212608	-1.48948785874311e-05	8	50	39	0	89	2	0.644546831343309	.	chr19	11035949	SMARCA4	SMARCA4,RF02271	HAVANA,ENSEMBL	10	0.238209799388492	0.0338299145622361	0.247726162111767	0.999952590254861	0.544011298019563
chr19.38821842	0.000333371014879917	0.00030665673734915	0.000175646034539673	0.303063439358907	0.211505566019434	-0.322061916673055	0.251417947371937	0.00177137238913519	0.0122336190971678	-0.0113668708351048	-0.0152756514937408	-0.0426882387172015	0.00251403189770713	18	0	81	33	48	0	0.761704087233764	.	chr19	38821842	ECH1,AC008982.1,AC104534.1	ECH1,AC008982.1,AC104534.1	HAVANA,HAVANA,HAVANA	18	0.286120197344482	0.177509348584182	0.350531717859439	0.99689406754271	0.83627289293855
chr19.17341705	8.54543545444864e-05	2.41055585960676e-05	3.15592478161728e-05	0.453267696729503	0.0978263981874184	-0.366516317752591	-0.40821547390223	-0.0125334655472374	0.0155412073772214	0.016712645513032	0.038412723652492	0.0314155617537889	-0.00138558410662001	17	0	82	24	58	0	0.21062543573859	.	chr19	17341705	GTPBP3	GTPBP3	HAVANA	17	0.171918693486793	0.0596089865245222	0.210870646097172	0.999585985384269	0.74395288480558
chr19.1775403	2.10245867206458e-06	1.51463242307662e-06	9.46296707086263e-07	0.30457753559151	0.164636056939017	0.389085120714404	0.25775369416837	0.00906652801298358	-0.0150569403218096	-0.0106026818477418	0.00110674882892586	-0.0220396111927014	0.00144078772805831	7	52	39	0	91	1	0.341666449025823	.	chr19	1775403	ONECUT3	ONECUT3	HAVANA	8	0.034034210459284	0.0152792821605721	0.0594281828776187	0.996987176815248	0.806969241189331
chr19.6857154	8.9558090824394e-06	0.000842003804976451	9.06244099770317e-05	0.0125321070675925	0.908963407958091	-0.482871810729953	-0.674803494268602	-0.0208498224129465	0.01869753747795	0.0254138059198944	0.00232139255899703	-0.00905250778512685	-0.00694056834132616	8	0	91	13	78	0	0.732722203244866	.	chr19	6857154	VAV1	VAV1	HAVANA	8	0.0672740743922093	0.247474324044475	0.286770442609105	0.896412846468893	0.990844715931207
chr19.37298255	0.000351542117043361	0.00121026653065863	0.000136858949987656	0.452070876312661	0.900990141208967	0.469388257548827	0.243845084080243	0.00740539019598643	-0.0184583560842373	-0.00917420435910303	-0.00630485917644894	0.00163377537738668	-0.0014416944744176	10	0	89	14	75	0	0.175138247220777	.	chr19	37298255	AC016590.1	AC016590.1	HAVANA	10	0.29164900670613	0.278528143900262	0.32608432813679	0.999567596244442	0.990038995897625
chr19.13208963	0.00021834730694511	0.000162807814404837	0.000114064542174876	0.29724340177132	0.169435527540535	0.108426300770244	0.758638898095002	0.00759199721893241	-0.00296153318309451	-0.0304670197890885	0.025781945544005	-0.0416007436678176	-0.00382996372189731	12	0	87	1	86	0	0.929809027683851	.	chr19	13208963	CACNA1A	CACNA1A	HAVANA	12	0.245761476387179	0.140317894478611	0.308886300527849	0.996567763705048	0.809909412368601
